object_id,class,split,object_path
0,ball,train,ball/ball_000/mesh.obj
1,ball,train,ball/ball_001/mesh.obj
2,ball,train,ball/ball_002/mesh.obj
3,ball,train,ball/ball_003/mesh.obj
4,ball,train,ball/ball_004/mesh.obj
5,ball,train,ball/ball_005/mesh.obj
6,ball,train,ball/ball_006/mesh.obj
7,ball,train,ball/ball_007/mesh.obj
8,ball,train,ball/ball_008/mesh.obj
9,ball,train,ball/ball_009/mesh.obj
10,ball,train,ball/ball_010/mesh.obj
11,ball,train,ball/ball_011/mesh.obj
12,ball,train,ball/ball_012/mesh.obj
13,ball,train,ball/ball_013/mesh.obj
14,ball,train,ball/ball_014/mesh.obj
15,ball,train,ball/ball_015/mesh.obj
16,ball,train,ball/ball_016/mesh.obj
17,ball,train,ball/ball_017/mesh.obj
18,ball,train,ball/ball_018/mesh.obj
19,ball,train,ball/ball_019/mesh.obj
20,ball,train,ball/ball_020/mesh.obj
21,ball,train,ball/ball_021/mesh.obj
22,ball,train,ball/ball_022/mesh.obj
23,ball,train,ball/ball_023/mesh.obj
24,ball,train,ball/ball_024/mesh.obj
25,ball,train,ball/ball_025/mesh.obj
26,ball,train,ball/ball_026/mesh.obj
27,ball,train,ball/ball_027/mesh.obj
28,ball,train,ball/ball_028/mesh.obj
29,ball,train,ball/ball_029/mesh.obj
30,ball,train,ball/ball_030/mesh.obj
31,ball,train,ball/ball_031/mesh.obj
32,ball,train,ball/ball_032/mesh.obj
33,ball,train,ball/ball_033/mesh.obj
34,ball,test,ball/ball_035/mesh.obj
35,ball,test,ball/ball_036/mesh.obj
36,ball,test,ball/ball_037/mesh.obj
37,ball,test,ball/ball_038/mesh.obj
38,ball,test,ball/ball_039/mesh.obj
39,ball,test,ball/ball_040/mesh.obj
40,ball,test,ball/ball_041/mesh.obj
41,ball,test,ball/ball_042/mesh.obj
42,ball,test,ball/ball_043/mesh.obj
0,banana,train,banana/banana_000/mesh.obj
1,banana,train,banana/banana_001/mesh.obj
2,banana,train,banana/banana_002/mesh.obj
3,banana,train,banana/banana_003/mesh.obj
4,banana,train,banana/banana_004/mesh.obj
5,banana,train,banana/banana_005/mesh.obj
6,banana,train,banana/banana_008/mesh.obj
7,banana,train,banana/banana_009/mesh.obj
8,banana,train,banana/banana_010/mesh.obj
9,banana,train,banana/banana_011/mesh.obj
10,banana,train,banana/banana_012/mesh.obj
11,banana,train,banana/banana_013/mesh.obj
12,banana,train,banana/banana_014/mesh.obj
13,banana,train,banana/banana_015/mesh.obj
14,banana,train,banana/banana_017/mesh.obj
15,banana,train,banana/banana_019/mesh.obj
16,banana,train,banana/banana_020/mesh.obj
17,banana,train,banana/banana_021/mesh.obj
18,banana,train,banana/banana_022/mesh.obj
19,banana,train,banana/banana_023/mesh.obj
20,banana,train,banana/banana_025/mesh.obj
21,banana,train,banana/banana_026/mesh.obj
22,banana,train,banana/banana_027/mesh.obj
23,banana,test,banana/banana_028/mesh.obj
24,banana,test,banana/banana_029/mesh.obj
25,banana,test,banana/banana_030/mesh.obj
26,banana,test,banana/banana_031/mesh.obj
27,banana,test,banana/banana_032/mesh.obj
28,banana,test,banana/banana_033/mesh.obj
0,bicycle,train,bicycle/bicycle_000/mesh.obj
1,bicycle,train,bicycle/bicycle_001/mesh.obj
2,bicycle,train,bicycle/bicycle_002/mesh.obj
3,bicycle,train,bicycle/bicycle_004/mesh.obj
4,bicycle,train,bicycle/bicycle_005/mesh.obj
5,bicycle,train,bicycle/bicycle_006/mesh.obj
6,bicycle,train,bicycle/bicycle_007/mesh.obj
7,bicycle,train,bicycle/bicycle_008/mesh.obj
8,bicycle,train,bicycle/bicycle_009/mesh.obj
9,bicycle,train,bicycle/bicycle_010/mesh.obj
10,bicycle,train,bicycle/bicycle_011/mesh.obj
11,bicycle,train,bicycle/bicycle_012/mesh.obj
12,bicycle,test,bicycle/bicycle_013/mesh.obj
13,bicycle,test,bicycle/bicycle_014/mesh.obj
14,bicycle,test,bicycle/bicycle_015/mesh.obj
15,bicycle,test,bicycle/bicycle_016/mesh.obj
0,boat,train,boat/boat_000/mesh.obj
1,boat,train,boat/boat_002/mesh.obj
2,boat,train,boat/boat_003/mesh.obj
3,boat,train,boat/boat_004/mesh.obj
4,boat,train,boat/boat_005/mesh.obj
5,boat,train,boat/boat_006/mesh.obj
6,boat,train,boat/boat_007/mesh.obj
7,boat,train,boat/boat_008/mesh.obj
8,boat,train,boat/boat_009/mesh.obj
9,boat,train,boat/boat_010/mesh.obj
10,boat,train,boat/boat_011/mesh.obj
11,boat,train,boat/boat_012/mesh.obj
12,boat,train,boat/boat_013/mesh.obj
13,boat,train,boat/boat_014/mesh.obj
14,boat,train,boat/boat_015/mesh.obj
15,boat,train,boat/boat_016/mesh.obj
16,boat,train,boat/boat_017/mesh.obj
17,boat,train,boat/boat_018/mesh.obj
18,boat,train,boat/boat_019/mesh.obj
19,boat,train,boat/boat_020/mesh.obj
20,boat,train,boat/boat_021/mesh.obj
21,boat,train,boat/boat_022/mesh.obj
22,boat,train,boat/boat_023/mesh.obj
23,boat,train,boat/boat_024/mesh.obj
24,boat,train,boat/boat_025/mesh.obj
25,boat,train,boat/boat_026/mesh.obj
26,boat,train,boat/boat_027/mesh.obj
27,boat,train,boat/boat_028/mesh.obj
28,boat,train,boat/boat_029/mesh.obj
29,boat,test,boat/boat_030/mesh.obj
30,boat,test,boat/boat_031/mesh.obj
31,boat,test,boat/boat_032/mesh.obj
32,boat,test,boat/boat_033/mesh.obj
33,boat,test,boat/boat_034/mesh.obj
34,boat,test,boat/boat_035/mesh.obj
35,boat,test,boat/boat_036/mesh.obj
36,boat,test,boat/boat_037/mesh.obj
0,bottle,train,bottle/bottle_000/mesh.obj
1,bottle,train,bottle/bottle_001/mesh.obj
2,bottle,train,bottle/bottle_002/mesh.obj
3,bottle,train,bottle/bottle_004/mesh.obj
4,bottle,train,bottle/bottle_005/mesh.obj
5,bottle,train,bottle/bottle_006/mesh.obj
6,bottle,train,bottle/bottle_007/mesh.obj
7,bottle,train,bottle/bottle_008/mesh.obj
8,bottle,train,bottle/bottle_009/mesh.obj
9,bottle,train,bottle/bottle_010/mesh.obj
10,bottle,train,bottle/bottle_011/mesh.obj
11,bottle,train,bottle/bottle_012/mesh.obj
12,bottle,train,bottle/bottle_014/mesh.obj
13,bottle,train,bottle/bottle_015/mesh.obj
14,bottle,train,bottle/bottle_016/mesh.obj
15,bottle,train,bottle/bottle_017/mesh.obj
16,bottle,train,bottle/bottle_018/mesh.obj
17,bottle,train,bottle/bottle_019/mesh.obj
18,bottle,train,bottle/bottle_020/mesh.obj
19,bottle,train,bottle/bottle_021/mesh.obj
20,bottle,train,bottle/bottle_022/mesh.obj
21,bottle,train,bottle/bottle_023/mesh.obj
22,bottle,train,bottle/bottle_024/mesh.obj
23,bottle,train,bottle/bottle_027/mesh.obj
24,bottle,train,bottle/bottle_028/mesh.obj
25,bottle,train,bottle/bottle_029/mesh.obj
26,bottle,train,bottle/bottle_030/mesh.obj
27,bottle,train,bottle/bottle_031/mesh.obj
28,bottle,train,bottle/bottle_032/mesh.obj
29,bottle,train,bottle/bottle_033/mesh.obj
30,bottle,train,bottle/bottle_035/mesh.obj
31,bottle,train,bottle/bottle_036/mesh.obj
32,bottle,train,bottle/bottle_037/mesh.obj
33,bottle,train,bottle/bottle_038/mesh.obj
34,bottle,train,bottle/bottle_039/mesh.obj
35,bottle,train,bottle/bottle_040/mesh.obj
36,bottle,train,bottle/bottle_041/mesh.obj
37,bottle,train,bottle/bottle_042/mesh.obj
38,bottle,train,bottle/bottle_043/mesh.obj
39,bottle,train,bottle/bottle_044/mesh.obj
40,bottle,train,bottle/bottle_045/mesh.obj
41,bottle,train,bottle/bottle_046/mesh.obj
42,bottle,train,bottle/bottle_047/mesh.obj
43,bottle,train,bottle/bottle_048/mesh.obj
44,bottle,train,bottle/bottle_049/mesh.obj
45,bottle,train,bottle/bottle_050/mesh.obj
46,bottle,train,bottle/bottle_051/mesh.obj
47,bottle,train,bottle/bottle_052/mesh.obj
48,bottle,train,bottle/bottle_053/mesh.obj
49,bottle,train,bottle/bottle_054/mesh.obj
50,bottle,train,bottle/bottle_055/mesh.obj
51,bottle,train,bottle/bottle_056/mesh.obj
52,bottle,train,bottle/bottle_057/mesh.obj
53,bottle,train,bottle/bottle_058/mesh.obj
54,bottle,train,bottle/bottle_059/mesh.obj
55,bottle,train,bottle/bottle_060/mesh.obj
56,bottle,train,bottle/bottle_061/mesh.obj
57,bottle,train,bottle/bottle_062/mesh.obj
58,bottle,train,bottle/bottle_063/mesh.obj
59,bottle,train,bottle/bottle_064/mesh.obj
60,bottle,train,bottle/bottle_065/mesh.obj
61,bottle,train,bottle/bottle_066/mesh.obj
62,bottle,train,bottle/bottle_067/mesh.obj
63,bottle,train,bottle/bottle_068/mesh.obj
64,bottle,train,bottle/bottle_069/mesh.obj
65,bottle,train,bottle/bottle_070/mesh.obj
66,bottle,train,bottle/bottle_071/mesh.obj
67,bottle,train,bottle/bottle_072/mesh.obj
68,bottle,train,bottle/bottle_073/mesh.obj
69,bottle,train,bottle/bottle_074/mesh.obj
70,bottle,train,bottle/bottle_075/mesh.obj
71,bottle,train,bottle/bottle_076/mesh.obj
72,bottle,train,bottle/bottle_078/mesh.obj
73,bottle,train,bottle/bottle_079/mesh.obj
74,bottle,train,bottle/bottle_080/mesh.obj
75,bottle,train,bottle/bottle_081/mesh.obj
76,bottle,train,bottle/bottle_082/mesh.obj
77,bottle,train,bottle/bottle_083/mesh.obj
78,bottle,train,bottle/bottle_084/mesh.obj
79,bottle,train,bottle/bottle_085/mesh.obj
80,bottle,train,bottle/bottle_086/mesh.obj
81,bottle,train,bottle/bottle_087/mesh.obj
82,bottle,train,bottle/bottle_088/mesh.obj
83,bottle,train,bottle/bottle_089/mesh.obj
84,bottle,test,bottle/bottle_090/mesh.obj
85,bottle,test,bottle/bottle_091/mesh.obj
86,bottle,test,bottle/bottle_092/mesh.obj
87,bottle,test,bottle/bottle_093/mesh.obj
88,bottle,test,bottle/bottle_094/mesh.obj
89,bottle,test,bottle/bottle_095/mesh.obj
90,bottle,test,bottle/bottle_096/mesh.obj
91,bottle,test,bottle/bottle_097/mesh.obj
92,bottle,test,bottle/bottle_098/mesh.obj
93,bottle,test,bottle/bottle_099/mesh.obj
94,bottle,test,bottle/bottle_100/mesh.obj
95,bottle,test,bottle/bottle_101/mesh.obj
96,bottle,test,bottle/bottle_102/mesh.obj
97,bottle,test,bottle/bottle_103/mesh.obj
98,bottle,test,bottle/bottle_104/mesh.obj
99,bottle,test,bottle/bottle_105/mesh.obj
100,bottle,test,bottle/bottle_106/mesh.obj
101,bottle,test,bottle/bottle_107/mesh.obj
102,bottle,test,bottle/bottle_108/mesh.obj
103,bottle,test,bottle/bottle_109/mesh.obj
104,bottle,test,bottle/bottle_110/mesh.obj
0,bowl,train,bowl/bowl_000/mesh.obj
1,bowl,train,bowl/bowl_002/mesh.obj
2,bowl,train,bowl/bowl_003/mesh.obj
3,bowl,train,bowl/bowl_004/mesh.obj
4,bowl,train,bowl/bowl_005/mesh.obj
5,bowl,train,bowl/bowl_006/mesh.obj
6,bowl,train,bowl/bowl_007/mesh.obj
7,bowl,train,bowl/bowl_009/mesh.obj
8,bowl,train,bowl/bowl_010/mesh.obj
9,bowl,train,bowl/bowl_011/mesh.obj
10,bowl,train,bowl/bowl_013/mesh.obj
11,bowl,train,bowl/bowl_014/mesh.obj
12,bowl,train,bowl/bowl_015/mesh.obj
13,bowl,train,bowl/bowl_016/mesh.obj
14,bowl,train,bowl/bowl_017/mesh.obj
15,bowl,train,bowl/bowl_018/mesh.obj
16,bowl,train,bowl/bowl_019/mesh.obj
17,bowl,train,bowl/bowl_020/mesh.obj
18,bowl,train,bowl/bowl_021/mesh.obj
19,bowl,train,bowl/bowl_022/mesh.obj
20,bowl,test,bowl/bowl_023/mesh.obj
21,bowl,test,bowl/bowl_024/mesh.obj
22,bowl,test,bowl/bowl_025/mesh.obj
23,bowl,test,bowl/bowl_026/mesh.obj
24,bowl,test,bowl/bowl_027/mesh.obj
0,bread,train,bread/bread_000/mesh.obj
1,bread,train,bread/bread_001/mesh.obj
2,bread,train,bread/bread_002/mesh.obj
3,bread,train,bread/bread_003/mesh.obj
4,bread,train,bread/bread_004/mesh.obj
5,bread,train,bread/bread_005/mesh.obj
6,bread,train,bread/bread_006/mesh.obj
7,bread,train,bread/bread_007/mesh.obj
8,bread,train,bread/bread_008/mesh.obj
9,bread,train,bread/bread_009/mesh.obj
10,bread,train,bread/bread_010/mesh.obj
11,bread,train,bread/bread_011/mesh.obj
12,bread,train,bread/bread_012/mesh.obj
13,bread,train,bread/bread_013/mesh.obj
14,bread,train,bread/bread_014/mesh.obj
15,bread,train,bread/bread_015/mesh.obj
16,bread,train,bread/bread_016/mesh.obj
17,bread,train,bread/bread_017/mesh.obj
18,bread,train,bread/bread_018/mesh.obj
19,bread,train,bread/bread_019/mesh.obj
20,bread,train,bread/bread_020/mesh.obj
21,bread,train,bread/bread_021/mesh.obj
22,bread,train,bread/bread_022/mesh.obj
23,bread,train,bread/bread_023/mesh.obj
24,bread,train,bread/bread_024/mesh.obj
25,bread,train,bread/bread_025/mesh.obj
26,bread,train,bread/bread_026/mesh.obj
27,bread,train,bread/bread_027/mesh.obj
28,bread,train,bread/bread_028/mesh.obj
29,bread,train,bread/bread_029/mesh.obj
30,bread,test,bread/bread_030/mesh.obj
31,bread,test,bread/bread_031/mesh.obj
32,bread,test,bread/bread_032/mesh.obj
33,bread,test,bread/bread_033/mesh.obj
34,bread,test,bread/bread_034/mesh.obj
35,bread,test,bread/bread_035/mesh.obj
36,bread,test,bread/bread_036/mesh.obj
37,bread,test,bread/bread_037/mesh.obj
0,bunny,train,bunny/bunny_000/mesh.obj
1,bunny,train,bunny/bunny_001/mesh.obj
2,bunny,train,bunny/bunny_002/mesh.obj
3,bunny,train,bunny/bunny_003/mesh.obj
4,bunny,train,bunny/bunny_004/mesh.obj
5,bunny,train,bunny/bunny_005/mesh.obj
6,bunny,train,bunny/bunny_006/mesh.obj
7,bunny,train,bunny/bunny_007/mesh.obj
8,bunny,train,bunny/bunny_008/mesh.obj
9,bunny,train,bunny/bunny_009/mesh.obj
10,bunny,train,bunny/bunny_010/mesh.obj
11,bunny,train,bunny/bunny_011/mesh.obj
12,bunny,train,bunny/bunny_012/mesh.obj
13,bunny,train,bunny/bunny_013/mesh.obj
14,bunny,train,bunny/bunny_015/mesh.obj
15,bunny,train,bunny/bunny_017/mesh.obj
16,bunny,train,bunny/bunny_018/mesh.obj
17,bunny,train,bunny/bunny_019/mesh.obj
18,bunny,train,bunny/bunny_020/mesh.obj
19,bunny,test,bunny/bunny_021/mesh.obj
20,bunny,test,bunny/bunny_022/mesh.obj
21,bunny,test,bunny/bunny_023/mesh.obj
22,bunny,test,bunny/bunny_024/mesh.obj
23,bunny,test,bunny/bunny_026/mesh.obj
0,bus,train,bus/bus_000/mesh.obj
1,bus,train,bus/bus_001/mesh.obj
2,bus,train,bus/bus_002/mesh.obj
3,bus,train,bus/bus_003/mesh.obj
4,bus,train,bus/bus_004/mesh.obj
5,bus,train,bus/bus_005/mesh.obj
6,bus,train,bus/bus_006/mesh.obj
7,bus,train,bus/bus_007/mesh.obj
8,bus,train,bus/bus_008/mesh.obj
9,bus,train,bus/bus_009/mesh.obj
10,bus,train,bus/bus_010/mesh.obj
11,bus,train,bus/bus_011/mesh.obj
12,bus,train,bus/bus_012/mesh.obj
13,bus,train,bus/bus_013/mesh.obj
14,bus,test,bus/bus_014/mesh.obj
15,bus,test,bus/bus_015/mesh.obj
16,bus,test,bus/bus_016/mesh.obj
17,bus,test,bus/bus_017/mesh.obj
0,butterfly,train,butterfly/butterfly_000/mesh.obj
1,butterfly,train,butterfly/butterfly_001/mesh.obj
2,butterfly,train,butterfly/butterfly_002/mesh.obj
3,butterfly,train,butterfly/butterfly_003/mesh.obj
4,butterfly,train,butterfly/butterfly_004/mesh.obj
5,butterfly,train,butterfly/butterfly_005/mesh.obj
6,butterfly,train,butterfly/butterfly_006/mesh.obj
7,butterfly,train,butterfly/butterfly_007/mesh.obj
8,butterfly,train,butterfly/butterfly_008/mesh.obj
9,butterfly,train,butterfly/butterfly_009/mesh.obj
10,butterfly,train,butterfly/butterfly_010/mesh.obj
11,butterfly,train,butterfly/butterfly_011/mesh.obj
12,butterfly,train,butterfly/butterfly_012/mesh.obj
13,butterfly,train,butterfly/butterfly_013/mesh.obj
14,butterfly,test,butterfly/butterfly_014/mesh.obj
15,butterfly,test,butterfly/butterfly_015/mesh.obj
16,butterfly,test,butterfly/butterfly_016/mesh.obj
17,butterfly,test,butterfly/butterfly_017/mesh.obj
0,cake,train,cake/cake_000/mesh.obj
1,cake,train,cake/cake_001/mesh.obj
2,cake,train,cake/cake_002/mesh.obj
3,cake,train,cake/cake_003/mesh.obj
4,cake,train,cake/cake_004/mesh.obj
5,cake,train,cake/cake_005/mesh.obj
6,cake,train,cake/cake_006/mesh.obj
7,cake,train,cake/cake_007/mesh.obj
8,cake,train,cake/cake_008/mesh.obj
9,cake,train,cake/cake_009/mesh.obj
10,cake,train,cake/cake_010/mesh.obj
11,cake,train,cake/cake_011/mesh.obj
12,cake,train,cake/cake_012/mesh.obj
13,cake,train,cake/cake_013/mesh.obj
14,cake,train,cake/cake_014/mesh.obj
15,cake,train,cake/cake_015/mesh.obj
16,cake,train,cake/cake_016/mesh.obj
17,cake,train,cake/cake_017/mesh.obj
18,cake,train,cake/cake_018/mesh.obj
19,cake,train,cake/cake_019/mesh.obj
20,cake,train,cake/cake_020/mesh.obj
21,cake,train,cake/cake_021/mesh.obj
22,cake,train,cake/cake_022/mesh.obj
23,cake,train,cake/cake_023/mesh.obj
24,cake,train,cake/cake_024/mesh.obj
25,cake,train,cake/cake_025/mesh.obj
26,cake,train,cake/cake_026/mesh.obj
27,cake,train,cake/cake_027/mesh.obj
28,cake,train,cake/cake_028/mesh.obj
29,cake,train,cake/cake_029/mesh.obj
30,cake,train,cake/cake_030/mesh.obj
31,cake,train,cake/cake_031/mesh.obj
32,cake,train,cake/cake_032/mesh.obj
33,cake,train,cake/cake_033/mesh.obj
34,cake,train,cake/cake_034/mesh.obj
35,cake,train,cake/cake_035/mesh.obj
36,cake,train,cake/cake_036/mesh.obj
37,cake,train,cake/cake_037/mesh.obj
38,cake,test,cake/cake_038/mesh.obj
39,cake,test,cake/cake_039/mesh.obj
40,cake,test,cake/cake_040/mesh.obj
41,cake,test,cake/cake_041/mesh.obj
42,cake,test,cake/cake_042/mesh.obj
43,cake,test,cake/cake_043/mesh.obj
44,cake,test,cake/cake_044/mesh.obj
45,cake,test,cake/cake_045/mesh.obj
46,cake,test,cake/cake_046/mesh.obj
47,cake,test,cake/cake_047/mesh.obj
0,candy,train,candy/candy_000/mesh.obj
1,candy,train,candy/candy_001/mesh.obj
2,candy,train,candy/candy_002/mesh.obj
3,candy,train,candy/candy_003/mesh.obj
4,candy,train,candy/candy_004/mesh.obj
5,candy,train,candy/candy_005/mesh.obj
6,candy,train,candy/candy_006/mesh.obj
7,candy,train,candy/candy_007/mesh.obj
8,candy,train,candy/candy_008/mesh.obj
9,candy,train,candy/candy_009/mesh.obj
10,candy,train,candy/candy_010/mesh.obj
11,candy,train,candy/candy_011/mesh.obj
12,candy,train,candy/candy_012/mesh.obj
13,candy,train,candy/candy_013/mesh.obj
14,candy,train,candy/candy_014/mesh.obj
15,candy,train,candy/candy_015/mesh.obj
16,candy,train,candy/candy_016/mesh.obj
17,candy,train,candy/candy_017/mesh.obj
18,candy,train,candy/candy_018/mesh.obj
19,candy,train,candy/candy_019/mesh.obj
20,candy,train,candy/candy_020/mesh.obj
21,candy,train,candy/candy_021/mesh.obj
22,candy,train,candy/candy_022/mesh.obj
23,candy,train,candy/candy_023/mesh.obj
24,candy,train,candy/candy_024/mesh.obj
25,candy,train,candy/candy_025/mesh.obj
26,candy,train,candy/candy_026/mesh.obj
27,candy,train,candy/candy_027/mesh.obj
28,candy,train,candy/candy_028/mesh.obj
29,candy,train,candy/candy_029/mesh.obj
30,candy,train,candy/candy_030/mesh.obj
31,candy,train,candy/candy_031/mesh.obj
32,candy,train,candy/candy_032/mesh.obj
33,candy,train,candy/candy_033/mesh.obj
34,candy,train,candy/candy_034/mesh.obj
35,candy,train,candy/candy_035/mesh.obj
36,candy,train,candy/candy_036/mesh.obj
37,candy,train,candy/candy_037/mesh.obj
38,candy,train,candy/candy_038/mesh.obj
39,candy,train,candy/candy_039/mesh.obj
40,candy,train,candy/candy_040/mesh.obj
41,candy,train,candy/candy_041/mesh.obj
42,candy,train,candy/candy_042/mesh.obj
43,candy,train,candy/candy_043/mesh.obj
44,candy,test,candy/candy_044/mesh.obj
45,candy,test,candy/candy_045/mesh.obj
46,candy,test,candy/candy_046/mesh.obj
47,candy,test,candy/candy_047/mesh.obj
48,candy,test,candy/candy_048/mesh.obj
49,candy,test,candy/candy_049/mesh.obj
50,candy,test,candy/candy_050/mesh.obj
51,candy,test,candy/candy_051/mesh.obj
52,candy,test,candy/candy_052/mesh.obj
53,candy,test,candy/candy_053/mesh.obj
54,candy,test,candy/candy_054/mesh.obj
55,candy,test,candy/candy_055/mesh.obj
0,car,train,car/car_000/mesh.obj
1,car,train,car/car_001/mesh.obj
2,car,train,car/car_002/mesh.obj
3,car,train,car/car_003/mesh.obj
4,car,train,car/car_004/mesh.obj
5,car,train,car/car_005/mesh.obj
6,car,train,car/car_006/mesh.obj
7,car,train,car/car_007/mesh.obj
8,car,train,car/car_008/mesh.obj
9,car,train,car/car_009/mesh.obj
10,car,train,car/car_010/mesh.obj
11,car,train,car/car_011/mesh.obj
12,car,train,car/car_012/mesh.obj
13,car,train,car/car_013/mesh.obj
14,car,train,car/car_014/mesh.obj
15,car,train,car/car_015/mesh.obj
16,car,train,car/car_016/mesh.obj
17,car,train,car/car_017/mesh.obj
18,car,train,car/car_018/mesh.obj
19,car,train,car/car_019/mesh.obj
20,car,train,car/car_020/mesh.obj
21,car,train,car/car_021/mesh.obj
22,car,test,car/car_022/mesh.obj
23,car,test,car/car_023/mesh.obj
24,car,test,car/car_024/mesh.obj
25,car,test,car/car_025/mesh.obj
26,car,test,car/car_026/mesh.obj
27,car,test,car/car_027/mesh.obj
0,cat,train,cat/cat_000/mesh.obj
1,cat,train,cat/cat_001/mesh.obj
2,cat,train,cat/cat_002/mesh.obj
3,cat,train,cat/cat_003/mesh.obj
4,cat,train,cat/cat_004/mesh.obj
5,cat,train,cat/cat_005/mesh.obj
6,cat,train,cat/cat_006/mesh.obj
7,cat,train,cat/cat_008/mesh.obj
8,cat,train,cat/cat_009/mesh.obj
9,cat,train,cat/cat_010/mesh.obj
10,cat,train,cat/cat_011/mesh.obj
11,cat,train,cat/cat_012/mesh.obj
12,cat,train,cat/cat_013/mesh.obj
13,cat,train,cat/cat_014/mesh.obj
14,cat,train,cat/cat_015/mesh.obj
15,cat,train,cat/cat_016/mesh.obj
16,cat,train,cat/cat_017/mesh.obj
17,cat,train,cat/cat_018/mesh.obj
18,cat,train,cat/cat_019/mesh.obj
19,cat,train,cat/cat_020/mesh.obj
20,cat,train,cat/cat_021/mesh.obj
21,cat,train,cat/cat_022/mesh.obj
22,cat,train,cat/cat_023/mesh.obj
23,cat,train,cat/cat_024/mesh.obj
24,cat,train,cat/cat_025/mesh.obj
25,cat,train,cat/cat_026/mesh.obj
26,cat,train,cat/cat_027/mesh.obj
27,cat,train,cat/cat_028/mesh.obj
28,cat,train,cat/cat_029/mesh.obj
29,cat,train,cat/cat_030/mesh.obj
30,cat,train,cat/cat_031/mesh.obj
31,cat,train,cat/cat_032/mesh.obj
32,cat,train,cat/cat_033/mesh.obj
33,cat,train,cat/cat_035/mesh.obj
34,cat,train,cat/cat_036/mesh.obj
35,cat,train,cat/cat_037/mesh.obj
36,cat,train,cat/cat_038/mesh.obj
37,cat,train,cat/cat_039/mesh.obj
